title,vector_14d
"Speech:Â ÂOnce more unto the breach, dear friends, once moreÂ","[1.0, 1.0, 0.9, 1.5444444444444445, 1.6251115821139752, 0.8888888888888888, 0.1111111111111111, 0.16129032258064516, 0.3118279569892473, 0.7961314481682628, 15.444444444444445, 0.4, 0.6111111111111112, 0.5]"
The Artist Child,"[0.3, 1.0, 0.25, 1.92, 0.8138795979750322, 1.0, 0.2, 0.14814814814814814, 0.27906976744186046, 0.8021977350884972, 19.2, 0.4, 0.8333333333333334, 0.3]"
Appleblossom,"[0.1, 1.0, 0.05, 12.4, 0.0, 1.0, 1.0, 0.20388349514563106, 0.3, 0.7946689636162674, 124.0, 0.4, 0.8333333333333334, 0.4]"
The Mermaids,"[0.2, 1.0, 0.5, 2.32, 5.422766821466695, 0.7, 0.2, 0.1881720430107527, 0.31049250535331907, 0.7829235403404237, 23.2, 0.4, 0.7857142857142857, 0.5]"
from The Testament of John Lydgate,"[0.6, 1.0, 1.5, 1.4766666666666668, 1.0828152607388248, 0.4666666666666667, 0.26666666666666666, 0.1493212669683258, 0.3780160857908847, 0.7632291747510666, 14.766666666666667, 0.4, 1.0, 0.1]"
The Menger Sponge,"[0.3, 1.0, 0.45, 1.7555555555555558, 3.27836152993956, 0.8888888888888888, 0.2222222222222222, 0.19727891156462585, 0.30523255813953487, 0.7703128910299109, 17.555555555555557, 0.4, 0.8333333333333334, 0.6]"
Selective Service,"[0.2, 1.0, 0.7, 1.2642857142857142, 1.1176688568039228, 0.8571428571428571, 0.14285714285714285, 0.17355371900826447, 0.3450479233226837, 0.7514143571584909, 12.642857142857142, 0.4, 0.7857142857142857, 0.1]"
Chattanooga,"[0.1, 1.0, 0.55, 4.363636363636363, 10.333096949220185, 0.9, 0.2, 0.12472160356347439, 0.25370531822144726, 0.8036142877858322, 43.63636363636363, 0.4, 0.8181818181818182, 0.3]"
Granite Weaving,"[0.2, 1.0, 0.6, 0.7083333333333333, 1.1845064607487608, 1.0, 0.08333333333333333, 0.2, 0.23837209302325582, 0.8019429601263504, 7.083333333333333, 0.4, 0.75, 0.1]"
Sleeping With the Chihuahua,"[0.4, 1.0, 0.25, 2.06, 0.9086253353280437, 1.0, 0.2, 0.2, 0.3769633507853403, 0.758133761135262, 20.6, 0.4, 0.7272727272727273, 0.5]"
The Boom and After the Boom,"[0.6, 0.6666666666666666, 0.3, 1.4833333333333334, 1.104033010778613, 1.0, 0.16666666666666666, 0.18478260869565216, 0.2938388625592417, 0.7872119360626617, 14.833333333333334, 0.4, 0.9, 0.4]"
Self-Portrait,"[0.1, 1.0, 0.15, 2.166666666666667, 1.8926759422104518, 1.0, 0.3333333333333333, 0.17647058823529413, 0.27522935779816515, 0.8124382743165283, 21.666666666666668, 0.4, 0.7, 0.3]"
"To Matthew Dodsworth, Esq., On a Noble Captain Declaring that His Finger Was Broken by a Gate","[1.7, 0.9411764705882353, 0.05, 18.4, 0.0, 1.0, 1.0, 0.19801980198019803, 0.3042168674698795, 0.8069427320484138, 184.0, 0.4, 0.6923076923076923, 0.2]"
90 North,"[0.2, 1.0, 0.1, 12.75, 4.7, 1.0, 1.0, 0.14479638009049775, 0.32857142857142857, 0.7636799198130723, 127.5, 0.4, 0.5, 0.1]"
While Bleeding,"[0.2, 1.0, 0.3, 2.916666666666667, 2.603629944690468, 0.8333333333333334, 0.3333333333333333, 0.2052980132450331, 0.29292929292929293, 0.7678900317996392, 29.166666666666668, 0.6, 0.631578947368421, 0.5]"
Refusing to Be Blessed,"[0.4, 1.0, 0.85, 1.5294117647058825, 2.0254436909795146, 0.8, 0.13333333333333333, 0.19879518072289157, 0.35403726708074534, 0.7624042431552637, 15.294117647058824, 0.4, 0.75, 0.3]"
Triptych for Topological Heart,"[0.4, 1.0, 1.35, 1.277777777777778, 2.361627394534812, 0.8518518518518519, 0.07407407407407407, 0.14776632302405499, 0.2812051649928264, 0.791755411007959, 12.777777777777779, 0.4, 0.9090909090909091, 0.6]"
A Forsaken Garden,"[0.3, 1.0, 2.05, 1.6317073170731706, 0.807814304175003, 0.34146341463414637, 0.2682926829268293, 0.10609037328094302, 0.4104330708661417, 0.7093621712186658, 16.317073170731707, 0.6, 0.5833333333333334, 0.1]"
Careless Perfection,"[0.2, 1.0, 0.1, 5.15, 8.3, 1.0, 0.5, 0.1746031746031746, 0.3271889400921659, 0.7879187198477334, 51.5, 0.4, 0.6923076923076923, 0.1]"
A Winter Night,"[0.3, 1.0, 0.55, 1.4272727272727272, 1.396335226983729, 0.5454545454545454, 0.18181818181818182, 0.17261904761904762, 0.33962264150943394, 0.7694505272842336, 14.272727272727273, 0.4, 0.7272727272727273, 0.4]"
Monet Refuses the Operation,"[0.4, 1.0, 0.15, 7.7666666666666675, 10.443924336931762, 1.0, 0.3333333333333333, 0.20915032679738563, 0.27983539094650206, 0.7931493761566282, 77.66666666666667, 0.4, 0.5833333333333334, 0.1]"
Little-Known Facts about People,"[0.4, 1.0, 1.85, 1.481081081081081, 1.2406082534661367, 0.8285714285714286, 0.08571428571428572, 0.15512465373961218, 0.29441624365482233, 0.7876648747141974, 14.81081081081081, 0.4, 0.8181818181818182, 0.1]"
"Justice, Come Down","[0.3, 1.0, 0.15, 2.1, 2.2686266036231406, 1.0, 0.3333333333333333, 0.23728813559322035, 0.2807017543859649, 0.7690085096259008, 21.0, 0.6, 0.6875, 0.5]"
Wild Tongue,"[0.2, 1.0, 3.4, 0.85, 0.36541676448229066, 0.6716417910447762, 0.08955223880597014, 0.15286624203821655, 0.3090047393364929, 0.7912366633097868, 8.5, 0.4, 0.6, 0.5]"
Letter to My Blackout,"[0.4, 1.0, 0.25, 2.1, 2.5612496949731396, 1.0, 0.2, 0.16049382716049382, 0.25555555555555554, 0.8173253280822571, 21.0, 0.4, 0.7272727272727273, 0.5]"
The Man Who Drowned in the Irrigation Ditch,"[0.8, 0.875, 0.25, 16.54, 29.54064318866466, 1.0, 0.2, 0.11413043478260869, 0.3214049039098741, 0.7836299315275319, 165.4, 0.4, 0.75, 0.5]"
from Light: ÂIf I standÂ,"[0.5, 1.0, 0.05, 1.8, 0.0, 1.0, 1.0, 0.18181818181818182, 0.2647058823529412, 0.7968936480526431, 18.0, 0.4, 0.5625, 0.6]"
Genius Loci,"[0.2, 1.0, 0.75, 3.8133333333333335, 6.536815398613882, 0.8666666666666667, 0.13333333333333333, 0.13032581453634084, 0.3027079303675048, 0.8019372982980334, 38.13333333333333, 0.4, 0.7, 0.5]"
Sonnet 15: When I consider everything that grows,"[0.8, 1.0, 0.05, 9.7, 0.0, 1.0, 1.0, 0.14473684210526316, 0.3469387755102041, 0.8031807622069381, 97.0, 0.4, 0.6111111111111112, 0.5]"
Sex and Taxes,"[0.3, 1.0, 0.35, 1.4285714285714286, 1.503193878624675, 1.0, 0.14285714285714285, 0.19444444444444445, 0.34104046242774566, 0.7594375344477858, 14.285714285714286, 0.4, 0.7692307692307693, 0.2]"
Tin Woman's Lament,"[0.3, 1.0, 0.05, 16.4, 0.0, 1.0, 1.0, 0.12408759124087591, 0.3271604938271605, 0.7135634083143739, 164.0, 0.4, 0.9230769230769231, 0.1]"
The NymphÂs Reply to the Shepherd,"[0.6, 0.8333333333333334, 0.05, 14.3, 0.0, 1.0, 1.0, 0.21621621621621623, 0.3359375, 0.7773105044843914, 143.0, 0.6, 0.6666666666666666, 0.2]"
"Fragment 3: Come, come thou bleak December wind","[0.8, 1.0, 0.05, 2.5, 0.0, 1.0, 1.0, 0.15, 0.44680851063829785, 0.686335193651069, 25.0, 0.6, 0.6666666666666666, 0.3]"
Fragment 10: The Three Sorts of Friends,"[0.7, 1.0, 0.15, 1.3666666666666667, 0.9568466729604882, 1.0, 0.3333333333333333, 0.16129032258064516, 0.323943661971831, 0.791113106712224, 13.666666666666666, 0.6, 0.6666666666666666, 0.3]"
"from Odes, Book Three, 15","[0.5, 1.0, 0.7, 1.4928571428571429, 2.392206734633211, 0.7142857142857143, 0.21428571428571427, 0.2014388489208633, 0.3220858895705521, 0.7464185227141691, 14.928571428571429, 0.2, 1.0, 0.1]"
Minnows 2,"[0.2, 1.0, 0.15, 3.5, 1.2328828005937953, 0.6666666666666666, 0.6666666666666666, 0.125, 0.3298429319371728, 0.7998634445004676, 35.0, 0.4, 0.7, 0.1]"
The Infirmament,"[0.2, 1.0, 0.3, 3.1, 2.4110855093366834, 1.0, 0.16666666666666666, 0.1610738255033557, 0.3290155440414508, 0.8066205904192533, 31.0, 0.4, 0.8888888888888888, 0.3]"
Taste,"[0.1, 1.0, 0.05, 11.4, 0.0, 1.0, 1.0, 0.20212765957446807, 0.24621212121212122, 0.8044476724747817, 114.0, 0.4, 0.6666666666666666, 0.1]"
Nest,"[0.1, 1.0, 0.15, 5.033333333333333, 0.6599663291074445, 1.0, 0.3333333333333333, 0.1889763779527559, 0.3360995850622407, 0.7582417019003899, 50.333333333333336, 0.4, 0.7333333333333333, 0.6]"
Autumn Shade,"[0.2, 1.0, 1.25, 3.768, 6.140415621112304, 0.84, 0.12, 0.1062874251497006, 0.32035106966538673, 0.7843533483437319, 37.68, 0.4, 0.8181818181818182, 0.4]"
The Old Man Drew the Line,"[0.6, 0.8333333333333334, 0.85, 0.7235294117647059, 0.6231963594423072, 0.9411764705882353, 0.11764705882352941, 0.18, 0.31645569620253167, 0.7878939440769143, 7.235294117647059, 0.4, 0.8, 0.6]"
"Birdsong, face it, some male machine","[0.6, 1.0, 0.65, 0.9153846153846154, 0.7518025675612686, 0.9230769230769231, 0.15384615384615385, 0.14285714285714285, 0.34554973821989526, 0.7374425186903188, 9.153846153846153, 0.4, 0.7857142857142857, 0.1]"
Errata,"[0.1, 1.0, 0.05, 6.7, 0.0, 1.0, 1.0, 0.14285714285714285, 0.34057971014492755, 0.8037060104988383, 67.0, 0.4, 0.9, 0.2]"
All the Women Caught in Flaring Light,"[0.7, 1.0, 0.1, 2.25, 2.1, 1.0, 0.5, 0.14814814814814814, 0.30434782608695654, 0.766565548981343, 22.5, 0.6, 0.6875, 0.1]"
Venery,"[0.1, 1.0, 0.1, 3.05, 4.5, 1.0, 0.5, 0.15384615384615385, 0.26506024096385544, 0.778079234273941, 30.5, 0.4, 0.5714285714285714, 0.1]"
the children of immigrants,"[0.4, 1.0, 1.75, 1.8199999999999998, 2.8157922001251645, 0.6857142857142857, 0.11428571428571428, 0.15083798882681565, 0.314410480349345, 0.80133113014141, 18.2, 0.4, 0.6153846153846154, 0.5]"
"ÂBecause he swings so neatly through the trees,Â","[0.8, 1.0, 0.05, 1.5, 0.0, 1.0, 1.0, 0.15384615384615385, 0.4482758620689655, 0.7082123337819809, 15.0, 0.4, 0.7692307692307693, 0.5]"
Woodcut,"[0.1, 1.0, 0.45, 4.044444444444444, 6.1500577132693, 0.7777777777777778, 0.2222222222222222, 0.15384615384615385, 0.342143906020558, 0.7848676555670845, 40.44444444444444, 0.4, 0.6428571428571429, 0.1]"
Thin Place,"[0.2, 1.0, 0.05, 2.9, 0.0, 1.0, 1.0, 0.2727272727272727, 0.25882352941176473, 0.7772426614071178, 29.0, 0.4, 0.7692307692307693, 0.1]"
Prayer 2,"[0.2, 1.0, 0.1, 9.7, 19.2, 1.0, 1.0, 0.18181818181818182, 0.27989821882951654, 0.8106330427211521, 97.0, 0.4, 0.7272727272727273, 0.3]"
"""Pacific Surfliner"" Now Arriving San Diego","[0.6, 1.0, 0.15, 8.333333333333332, 22.438855189653108, 0.6666666666666666, 0.6666666666666666, 0.20297029702970298, 0.32231404958677684, 0.7997155945816298, 83.33333333333333, 0.8, 0.8181818181818182, 0.1]"
Sea-Heroes,"[0.1, 1.0, 0.1, 14.3, 26.8, 1.0, 0.5, 0.16393442622950818, 0.325, 0.7551558024035286, 143.0, 0.4, 0.75, 0.2]"
Comfort Animal,"[0.2, 1.0, 0.15, 8.766666666666667, 17.74360604712457, 1.0, 0.3333333333333333, 0.16964285714285715, 0.2694136291600634, 0.8308731876349262, 87.66666666666667, 0.4, 1.0, 0.3]"
From ÂMiddle PassageÂ,"[0.3, 1.0, 0.05, 0.2, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.5283208334294491, 2.0, 0.6, 0.47619047619047616, 0.1]"
Dr. Joseph Goebbels (22 April 1945),"[0.6, 1.0, 2.45, 1.0, 0.9756212045122213, 0.5306122448979592, 0.16326530612244897, 0.1444141689373297, 0.3008130081300813, 0.7975920947132904, 10.0, 0.6, 0.6923076923076923, 0.2]"
Vines,"[0.1, 1.0, 0.05, 18.7, 0.0, 1.0, 1.0, 0.19298245614035087, 0.3063063063063063, 0.8000448381920579, 187.0, 0.4, 0.7, 0.3]"
[A black God touched me today...],"[0.6, 1.0, 0.3, 2.6, 7.51176854453508, 1.0, 0.2, 0.2289156626506024, 0.32567049808429116, 0.7601878647469181, 26.0, 0.4, 0.7142857142857143, 0.5]"
My Days among the Dead are Past,"[0.7, 1.0, 0.45, 1.411111111111111, 1.1012899282990105, 0.6666666666666666, 0.3333333333333333, 0.17708333333333334, 0.3504273504273504, 0.7838720563788115, 14.11111111111111, 0.4, 0.6923076923076923, 0.5]"
Curse Two: The Naming,"[0.4, 1.0, 0.05, 9.5, 0.0, 1.0, 1.0, 0.1919191919191919, 0.3604060913705584, 0.7449248457806781, 95.0, 0.4, 0.5882352941176471, 0.2]"
Belly Dancer,"[0.2, 1.0, 0.05, 18.9, 0.0, 1.0, 1.0, 0.16993464052287582, 0.3712121212121212, 0.768516628393188, 189.0, 0.4, 0.75, 0.1]"
The Window at Night,"[0.4, 1.0, 0.15, 4.733333333333333, 0.9977753031397176, 1.0, 0.3333333333333333, 0.21782178217821782, 0.3466666666666667, 0.7746089942807263, 47.333333333333336, 0.4, 0.7692307692307693, 0.1]"
Rock Pool,"[0.2, 1.0, 0.15, 7.7666666666666675, 0.771722460186015, 1.0, 0.3333333333333333, 0.18848167539267016, 0.3146997929606625, 0.8010809408304566, 77.66666666666667, 0.6, 0.7692307692307693, 0.1]"
"Parchment, Please","[0.2, 1.0, 0.7, 0.5214285714285715, 1.8317494704377502, 0.9285714285714286, 0.14285714285714285, 0.23809523809523808, 0.3006134969325153, 0.7737798337588796, 5.214285714285714, 0.4, 0.46153846153846156, 0.3]"
Entirely,"[0.1, 1.0, 0.7, 1.092857142857143, 0.6566768534034974, 0.7142857142857143, 0.35714285714285715, 0.21348314606741572, 0.3371647509578544, 0.7836240670310045, 10.928571428571429, 0.4, 0.7692307692307693, 0.1]"
The Buffalo Coat,"[0.3, 1.0, 0.1, 6.8, 2.0, 1.0, 0.5, 0.1875, 0.3203463203463203, 0.7518500585065709, 68.0, 0.4, 0.6923076923076923, 0.1]"
[all the time I pray to Buddha],"[0.7, 1.0, 0.1, 0.6, 0.8, 1.0, 0.5, 0.0, 0.2857142857142857, 0.7994343314166473, 6.0, 0.4, 0.6153846153846154, 0.2]"
The Country Autumns,"[0.3, 1.0, 0.55, 1.1181818181818182, 0.9373780912472902, 1.0, 0.09090909090909091, 0.1590909090909091, 0.3470319634703196, 0.765718863298268, 11.181818181818182, 0.4, 0.7692307692307693, 0.1]"
Somewhere,"[0.1, 1.0, 0.25, 1.16, 1.1070682002478436, 0.8, 0.4, 0.15789473684210525, 0.3564356435643564, 0.7100584542078736, 11.6, 0.4, 0.6153846153846154, 0.6]"
Boonies,"[0.1, 1.0, 0.5, 2.44, 4.523892129571616, 0.9, 0.2, 0.17277486910994763, 0.32432432432432434, 0.7832636917452923, 24.4, 0.6, 0.8, 0.1]"
"There's a certain Slant of light, (320)","[0.7, 1.0, 0.05, 7.0, 0.0, 0.0, 0.0, 0.17777777777777778, 0.376, 0.7282763216156605, 70.0, 0.4, 0.7857142857142857, 0.3]"
the originator,"[0.2, 1.0, 0.85, 0.9647058823529411, 0.5176470588235295, 0.16666666666666666, 0.6666666666666666, 0.1588785046728972, 0.2937062937062937, 0.7915122632946981, 9.647058823529411, 0.8, 0.6, 0.6]"
Variations on a Trance,"[0.4, 1.0, 0.05, 15.5, 0.0, 1.0, 1.0, 0.18439716312056736, 0.2971246006389776, 0.7906590825098192, 155.0, 0.4, 0.6363636363636364, 0.5]"
Chicken Pig,"[0.2, 1.0, 0.7, 1.9642857142857142, 2.2861160361215798, 0.8571428571428571, 0.14285714285714285, 0.16770186335403728, 0.28227571115973743, 0.8277507841550893, 19.642857142857142, 0.6, 0.6, 0.1]"
"how to get over [""be born: black...""]","[0.7, 1.0, 0.1, 19.45, 26.7, 1.0, 0.5, 0.1408839779005525, 0.3682678311499272, 0.762108657819744, 194.5, 0.6, 0.6666666666666666, 0.1]"
Adam Posed,"[0.2, 1.0, 0.05, 8.0, 0.0, 1.0, 1.0, 0.22448979591836735, 0.2689655172413793, 0.7573921820186276, 80.0, 1.0, 0.4482758620689655, 0.2]"
Kubla Khan,"[0.2, 1.0, 0.7, 2.55, 9.439657984119068, 0.9285714285714286, 0.14285714285714285, 0.18376068376068377, 0.31811023622047246, 0.7781607513404588, 25.5, 0.6, 0.6666666666666666, 0.4]"
"Five Indiscretions,","[0.2, 1.0, 0.1, 16.95, 32.5, 1.0, 0.5, 0.15126050420168066, 0.30564784053156147, 0.7785977152338567, 169.5, 0.4, 0.8333333333333334, 0.2]"
AmeRÃ­can,"[0.1, 1.0, 2.45, 0.6571428571428571, 1.0849621454884302, 0.5918367346938775, 0.24489795918367346, 0.14213197969543148, 0.2728592162554427, 0.7904517119393145, 6.571428571428571, 0.4, 0.7272727272727273, 0.4]"
Developers,"[0.1, 1.0, 0.15, 4.866666666666666, 8.582669877271421, 1.0, 0.3333333333333333, 0.23300970873786409, 0.3311897106109325, 0.774698890890963, 48.666666666666664, 0.4, 0.9, 0.6]"
Van Gogh's Prayer,"[0.3, 1.0, 0.05, 7.2, 0.0, 1.0, 1.0, 0.19298245614035087, 0.3305084745762712, 0.776932131087117, 72.0, 0.4, 0.8, 0.3]"
The Psychotropic Squalls,"[0.3, 1.0, 0.65, 2.353846153846154, 2.934794328650526, 0.8461538461538461, 0.23076923076923078, 0.16666666666666666, 0.2885375494071146, 0.7745358940646958, 23.53846153846154, 0.4, 0.6923076923076923, 0.3]"
Spirit ditty of no fax-line dial tone,"[0.7, 1.0, 0.65, 2.1923076923076925, 5.413067686178322, 0.8461538461538461, 0.15384615384615385, 0.1902439024390244, 0.24171539961013644, 0.7863482216909817, 21.923076923076923, 0.4, 0.75, 0.1]"
To Germany,"[0.2, 1.0, 0.25, 2.1, 3.0906310035330975, 1.0, 0.2, 0.15, 0.2918918918918919, 0.8083681408183946, 21.0, 0.6, 0.6190476190476191, 0.4]"
I Am an Atheist Who Says His Prayers,"[0.8, 1.0, 2.0, 1.1300000000000001, 1.0180373274099532, 0.8, 0.05, 0.16996047430830039, 0.2882991556091677, 0.8010596891782633, 11.3, 0.4, 0.8181818181818182, 0.2]"
My Grave,"[0.2, 1.0, 0.25, 2.3, 2.373183515870612, 0.8, 0.4, 0.1935483870967742, 0.3684210526315789, 0.7774808372501952, 23.0, 0.6, 0.5882352941176471, 0.3]"
The Ocean,"[0.2, 1.0, 0.05, 1.9, 0.0, 1.0, 1.0, 0.14285714285714285, 0.48717948717948717, 0.6957611223541623, 19.0, 0.4, 0.5555555555555556, 0.1]"
"Song: ÂTake, oh take those lips awayÂ","[0.7, 1.0, 0.15, 1.4666666666666666, 1.2036980056845192, 0.6666666666666666, 0.6666666666666666, 0.2, 0.32098765432098764, 0.775073435368693, 14.666666666666666, 0.4, 0.6111111111111112, 0.3]"
Identity,"[0.1, 1.0, 0.1, 13.1, 25.6, 1.0, 1.0, 0.1822429906542056, 0.2875605815831987, 0.8058628945658793, 131.0, 0.8, 0.6818181818181818, 0.1]"
What I Expected,"[0.3, 1.0, 0.1, 4.9, 5.4, 1.0, 0.5, 0.1721311475409836, 0.30275229357798167, 0.7826084527342733, 49.0, 0.4, 0.5714285714285714, 0.2]"
The River on Our Face,"[0.5, 1.0, 7.1, 0.4176056338028169, 0.8611486910180235, 0.3732394366197183, 0.1619718309859155, 0.12285012285012285, 0.286321155480034, 0.7888896817118347, 4.176056338028169, 0.4, 0.8, 0.6]"
[ItÂs no use / Mother dear...],"[0.6, 1.0, 0.1, 1.15, 0.7, 1.0, 0.5, 0.2, 0.24444444444444444, 0.8059385964150896, 11.5, 0.2, 0.8333333333333334, 0.4]"
Petition,"[0.1, 1.0, 0.4, 2.6375, 4.678608233224919, 0.875, 0.25, 0.17142857142857143, 0.3175, 0.7611075263539621, 26.375, 0.4, 0.7272727272727273, 0.2]"
The Imperfect Enjoyment,"[0.3, 1.0, 0.3, 9.3, 14.905927232703998, 0.8333333333333334, 0.3333333333333333, 0.13647642679900746, 0.3022269353128314, 0.8070964967524267, 93.0, 1.0, 0.6, 0.5]"
"Eschatology, Piscatology","[0.2, 1.0, 0.05, 4.7, 0.0, 1.0, 1.0, 0.16326530612244897, 0.26373626373626374, 0.757689521564009, 47.0, 0.4, 0.75, 0.5]"
Tulips,"[0.1, 1.0, 1.6, 1.821875, 2.4873351076001, 0.875, 0.09375, 0.14397905759162305, 0.3196078431372549, 0.8038064660637199, 18.21875, 0.4, 0.8181818181818182, 0.3]"
The birthday of the world,"[0.5, 0.8, 0.3, 2.283333333333333, 3.554183763147626, 1.0, 0.16666666666666666, 0.19, 0.3175182481751825, 0.7808025555700276, 22.833333333333332, 0.4, 0.8181818181818182, 0.2]"
L Equals Look,"[0.3, 1.0, 0.1, 3.0, 3.4, 1.0, 0.5, 0.18604651162790697, 0.3008849557522124, 0.7622217041807399, 30.0, 0.6, 0.9, 0.1]"
"Names Disappearing, Dakota","[0.3, 1.0, 0.25, 3.4200000000000004, 5.234348096945789, 1.0, 0.2, 0.20496894409937888, 0.31790123456790126, 0.7699163106717436, 34.2, 0.4, 0.9166666666666666, 0.1]"
A Poem Called Day,"[0.4, 1.0, 0.2, 7.75, 5.806031346797914, 1.0, 0.25, 0.18229166666666666, 0.2702702702702703, 0.8238073796544881, 77.5, 0.4, 0.8181818181818182, 0.1]"
"Six Songs of Love, Constancy, Romance, Inconstancy, Truth, and Marriage","[1.0, 1.0, 0.2, 20.225, 40.927099823955274, 1.0, 0.3333333333333333, 0.11727078891257996, 0.33360128617363344, 0.7830113552101449, 202.25, 0.6, 0.5, 0.3]"
A Rhapsody of a Southern Winter Night,"[0.7, 0.8571428571428571, 0.45, 10.588888888888889, 21.06486161980962, 1.0, 0.1111111111111111, 0.09759759759759759, 0.3127413127413127, 0.788590481232192, 105.88888888888889, 0.4, 0.9090909090909091, 0.4]"
A Ballad: The Lake of the Dismal Swamp,"[0.8, 0.875, 0.05, 25.1, 0.0, 1.0, 1.0, 0.1724137931034483, 0.36425339366515835, 0.7479150617509629, 251.0, 0.4, 0.7272727272727273, 0.4]"
Sentence,"[0.1, 1.0, 0.5, 0.9800000000000001, 1.1128342194594845, 1.0, 0.1, 0.2361111111111111, 0.3548387096774194, 0.7584966960851521, 9.8, 0.6, 0.6, 0.6]"
History of sleep,"[0.3, 1.0, 0.1, 4.25, 3.5, 1.0, 0.5, 0.2328767123287671, 0.30952380952380953, 0.7984843373246527, 42.5, 0.4, 0.6923076923076923, 0.4]"
Misreading Housman,"[0.2, 1.0, 0.75, 1.0466666666666666, 1.0828768268931708, 0.8666666666666667, 0.13333333333333333, 0.18461538461538463, 0.29225352112676056, 0.7874651792328683, 10.466666666666667, 0.4, 0.7272727272727273, 0.2]"
Sonnet 2:Â Not that I always struck the proper mean,"[1.0, 1.0, 0.15, 3.8666666666666663, 4.349201714746691, 1.0, 0.3333333333333333, 0.18518518518518517, 0.31088082901554404, 0.7902602716946695, 38.666666666666664, 0.4, 0.7, 0.3]"
The MowerÂs Song,"[0.3, 1.0, 1.25, 0.8640000000000001, 0.8520657251644383, 0.56, 0.24, 0.125, 0.2599388379204893, 0.8111548584276346, 8.64, 0.4, 0.6923076923076923, 0.3]"
To His Love,"[0.3, 1.0, 0.8, 0.575, 0.3774917217635375, 0.7333333333333333, 0.13333333333333333, 0.22916666666666666, 0.3356164383561644, 0.7661186861549356, 5.75, 0.4, 0.9, 0.3]"
Attack Underground,"[0.2, 1.0, 0.05, 14.8, 0.0, 1.0, 1.0, 0.1885245901639344, 0.3333333333333333, 0.7807941288398127, 148.0, 0.4, 0.75, 0.1]"
The Building of the Ship,"[0.5, 0.8, 0.15, 82.73333333333333, 115.38368842932502, 0.6666666666666666, 0.6666666666666666, 0.04944735311227458, 0.3154517453798768, 0.7715976998551533, 827.3333333333334, 0.6, 0.5833333333333334, 0.5]"
Leaf Litter on Rock Face,"[0.5, 1.0, 0.2, 1.5, 3.127299154222378, 0.75, 0.5, 0.16216216216216217, 0.35051546391752575, 0.7443776463468635, 15.0, 0.4, 0.6923076923076923, 0.1]"
Discovery,"[0.1, 1.0, 1.0, 0.9550000000000001, 1.0926573113286708, 0.75, 0.1, 0.1897810218978102, 0.25501432664756446, 0.794656532944948, 9.55, 0.6, 0.8333333333333334, 0.1]"
"""Hush little baby, don't say a word,""","[0.7, 1.0, 0.05, 10.4, 0.0, 1.0, 1.0, 0.2714285714285714, 0.34759358288770054, 0.7975746809403169, 104.0, 0.4, 0.7272727272727273, 0.2]"
The Future,"[0.2, 1.0, 0.15, 16.033333333333335, 14.891906825147979, 1.0, 0.3333333333333333, 0.12468827930174564, 0.3572267920094007, 0.7512741518142029, 160.33333333333334, 0.4, 0.8461538461538461, 0.6]"
Small Acts,"[0.2, 1.0, 0.7, 2.6928571428571426, 5.261973712110198, 0.8571428571428571, 0.14285714285714285, 0.15, 0.3215339233038348, 0.78375487640483, 26.928571428571427, 0.4, 0.625, 0.3]"
The Bomb Shelter,"[0.3, 1.0, 0.2, 1.175, 0.7123903424387503, 1.0, 0.3333333333333333, 0.21052631578947367, 0.2857142857142857, 0.7730477271597079, 11.75, 0.6, 0.7692307692307693, 0.1]"
A Vulnerary ?,"[0.3, 1.0, 0.1, 3.05, 2.7, 1.0, 0.5, 0.19047619047619047, 0.3384615384615385, 0.7889189984276322, 30.5, 0.4, 0.6875, 0.4]"
"What pleasure a question,","[0.4, 1.0, 0.2, 2.725, 5.8315949790773365, 1.0, 0.25, 0.2, 0.41379310344827586, 0.7124074570598066, 27.25, 0.4, 0.8, 0.1]"
